round,game_no,player_first,player_second,result
989,9886,7,20,l
989,9887,13,18,l
989,9888,10,16,l
989,9889,8,6,w
989,9890,2,5,w
990,9891,14,11,l
990,9892,4,12,w
990,9893,19,15,l
990,9894,3,17,w
990,9895,1,9,w
990,9896,7,20,l
990,9897,13,18,w
990,9898,10,16,w
990,9899,8,2,w
990,9900,6,5,l
991,9901,14,11,w
991,9902,4,12,l
991,9903,19,15,l
991,9904,3,17,l
991,9905,1,9,l
991,9906,7,20,w
991,9907,13,18,l
991,9908,10,8,w
991,9909,16,2,l
991,9910,6,5,l
992,9911,14,11,w
992,9912,4,12,w
992,9913,19,15,l
992,9914,3,17,w
992,9915,1,9,l
992,9916,7,20,w
992,9917,13,18,l
992,9918,10,8,l
992,9919,16,2,l
992,9920,6,5,l
993,9921,14,11,w
993,9922,4,12,l
993,9923,19,15,w
993,9924,3,17,l
993,9925,9,1,l
993,9926,7,20,w
993,9927,18,13,w
993,9928,10,8,l
993,9929,16,2,w
993,9930,6,5,w
994,9931,14,11,w
994,9932,4,12,l
994,9933,19,15,l
994,9934,3,17,w
994,9935,1,7,l
994,9936,9,18,w
994,9937,20,13,l
994,9938,8,10,w
994,9939,16,2,l
994,9940,6,5,l
995,9941,14,11,w
995,9942,4,12,w
995,9943,19,15,w
995,9944,3,17,w
995,9945,7,9,w
995,9946,1,18,w
995,9947,20,13,l
995,9948,8,10,l
995,9949,16,2,w
995,9950,6,5,l
996,9951,14,11,l
996,9952,4,12,w
996,9953,19,15,w
996,9954,3,7,w
996,9955,17,1,l
996,9956,9,13,w
996,9957,18,20,w
996,9958,8,10,w
996,9959,16,2,w
996,9960,6,5,w
997,9961,14,11,w
997,9962,4,12,l
997,9963,19,3,w
997,9964,15,1,w
997,9965,7,9,w
997,9966,17,18,w
997,9967,13,20,w
997,9968,8,10,w
997,9969,16,2,l
997,9970,6,5,l
998,9971,14,11,w
998,9972,4,12,l
998,9973,19,15,w
998,9974,3,7,l
998,9975,17,1,l
998,9976,9,13,w
998,9977,18,8,l
998,9978,20,10,l
998,9979,16,2,l
998,9980,6,5,w
999,9981,14,11,w
999,9982,4,12,w
999,9983,19,15,l
999,9984,3,7,w
999,9985,1,9,w
999,9986,17,8,l
999,9987,13,18,w
999,9988,20,10,w
999,9989,16,2,w
999,9990,6,5,w
1000,9991,14,4,w
1000,9992,11,12,l
1000,9993,19,15,w
1000,9994,3,1,w
1000,9995,7,9,l
1000,9996,17,8,l
1000,9997,13,18,w
1000,9998,20,10,l
1000,9999,16,2,w
1000,10000,6,5,w
1001,10001,14,4,l
1001,10002,11,12,l
1001,10003,19,3,l
1001,10004,15,1,l
1001,10005,7,9,w
1001,10006,17,8,l
1001,10007,13,18,l
1001,10008,20,10,w
1001,10009,16,2,l
1001,10010,6,5,w
1002,10011,14,4,l
1002,10012,12,11,l
1002,10013,19,3,w
1002,10014,15,1,w
1002,10015,7,9,w
1002,10016,17,8,w
1002,10017,13,18,w
1002,10018,20,10,w
1002,10019,16,2,w
1002,10020,6,5,l
1003,10021,14,4,l
1003,10022,11,12,w
1003,10023,19,3,w
1003,10024,15,7,l
1003,10025,1,9,l
1003,10026,17,8,w
1003,10027,13,20,l
1003,10028,18,16,l
1003,10029,10,2,l
1003,10030,6,5,w
1004,10031,14,4,w
1004,10032,11,19,l
1004,10033,12,3,l
1004,10034,15,7,w
1004,10035,1,9,w
1004,10036,17,8,w
1004,10037,13,20,w
1004,10038,16,18,l
1004,10039,10,2,l
1004,10040,6,5,w
1005,10041,14,4,w
1005,10042,19,11,w
1005,10043,12,3,w
1005,10044,15,7,w
1005,10045,1,17,l
1005,10046,9,13,w
1005,10047,8,20,l
1005,10048,18,16,l
1005,10049,10,2,l
1005,10050,6,5,w
1006,10051,14,19,l
1006,10052,4,11,w
1006,10053,12,15,l
1006,10054,3,7,l
1006,10055,17,1,w
1006,10056,9,13,w
1006,10057,20,8,w
1006,10058,16,18,w
1006,10059,2,6,w
1006,10060,10,5,w
1007,10061,14,19,w
1007,10062,4,11,w
1007,10063,12,15,l
1007,10064,3,7,w
1007,10065,17,9,w
1007,10066,1,20,w
1007,10067,13,8,w
1007,10068,16,18,l
1007,10069,2,10,l
1007,10070,6,5,l
1008,10071,14,4,w
1008,10072,19,11,l
1008,10073,12,15,w
1008,10074,3,17,l
1008,10075,7,1,l
1008,10076,9,13,l
1008,10077,20,8,w
1008,10078,16,18,l
1008,10079,10,2,w
1008,10080,6,5,w
1009,10081,14,4,l
1009,10082,19,11,l
1009,10083,12,15,w
1009,10084,3,17,l
1009,10085,1,7,l
1009,10086,9,13,l
1009,10087,20,18,w
1009,10088,8,16,w
1009,10089,10,2,w
1009,10090,6,5,l
1010,10091,14,4,w
1010,10092,19,11,l
1010,10093,12,15,w
1010,10094,17,3,w
1010,10095,7,1,l
1010,10096,9,13,w
1010,10097,20,8,l
1010,10098,18,10,l
1010,10099,16,2,l
1010,10100,6,5,w
1011,10101,14,4,w
1011,10102,11,12,w
1011,10103,19,15,w
1011,10104,17,3,w
1011,10105,1,7,w
1011,10106,9,13,l
1011,10107,20,8,w
1011,10108,10,18,w
1011,10109,16,2,l
1011,10110,6,5,w
1012,10111,14,4,l
1012,10112,11,19,w
1012,10113,12,17,w
1012,10114,15,1,w
1012,10115,3,7,w
1012,10116,9,13,w
1012,10117,20,8,w
1012,10118,10,18,w
1012,10119,16,2,w
1012,10120,6,5,w
1013,10121,14,4,w
1013,10122,11,12,l
1013,10123,19,15,l
1013,10124,17,3,l
1013,10125,1,7,l
1013,10126,9,20,l
1013,10127,13,10,w
1013,10128,8,16,l
1013,10129,18,6,w
1013,10130,2,5,l
1014,10131,14,4,w
1014,10132,11,12,w
1014,10133,19,15,l
1014,10134,17,3,l
1014,10135,1,7,w
1014,10136,9,20,w
1014,10137,13,10,w
1014,10138,8,16,l
1014,10139,18,6,l
1014,10140,2,5,l
1015,10141,14,11,l
1015,10142,4,12,w
1015,10143,19,15,w
1015,10144,3,17,w
1015,10145,1,7,w
1015,10146,9,13,w
1015,10147,20,10,w
1015,10148,16,8,l
1015,10149,18,6,l
1015,10150,2,5,w
1016,10151,14,11,w
1016,10152,4,12,l
1016,10153,19,15,l
1016,10154,3,17,w
1016,10155,1,9,w
1016,10156,7,20,w
1016,10157,13,8,w
1016,10158,10,16,w
1016,10159,6,18,l
1016,10160,2,5,w
1017,10161,14,11,l
1017,10162,4,12,l
1017,10163,19,15,l
1017,10164,3,1,w
1017,10165,17,7,w
1017,10166,9,13,l
1017,10167,20,10,w
1017,10168,8,16,w
1017,10169,18,6,w
1017,10170,2,5,w
1018,10171,14,11,w
1018,10172,12,4,l
1018,10173,19,15,l
1018,10174,3,17,w
1018,10175,1,7,l
1018,10176,9,13,w
1018,10177,20,8,w
1018,10178,10,18,l
1018,10179,16,2,w
1018,10180,6,5,w
1019,10181,14,11,w
1019,10182,4,12,w
1019,10183,19,15,w
1019,10184,3,17,l
1019,10185,1,7,w
1019,10186,9,20,l
1019,10187,13,18,w
1019,10188,8,10,w
1019,10189,16,6,w
1019,10190,2,5,w
1020,10191,14,4,w
1020,10192,11,12,w
1020,10193,19,15,w
1020,10194,3,17,l
1020,10195,1,7,l
1020,10196,9,20,l
1020,10197,13,8,w
1020,10198,16,18,l
1020,10199,10,2,w
1020,10200,6,5,l
1021,10201,14,11,w
1021,10202,4,12,w
1021,10203,19,15,l
1021,10204,3,17,l
1021,10205,1,7,w
1021,10206,9,20,l
1021,10207,13,18,w
1021,10208,8,10,w
1021,10209,16,2,w
1021,10210,6,5,w
1022,10211,14,4,w
1022,10212,11,12,w
1022,10213,19,15,w
1022,10214,3,17,w
1022,10215,1,7,l
1022,10216,20,9,w
1022,10217,13,8,l
1022,10218,16,18,l
1022,10219,10,6,w
1022,10220,2,5,w
1023,10221,14,11,l
1023,10222,4,19,w
1023,10223,12,15,w
1023,10224,3,17,l
1023,10225,1,7,w
1023,10226,20,9,l
1023,10227,13,8,l
1023,10228,18,10,w
1023,10229,16,2,w
1023,10230,6,5,l
1024,10231,14,11,l
1024,10232,4,12,w
1024,10233,19,15,l
1024,10234,3,17,l
1024,10235,1,7,w
1024,10236,20,9,l
1024,10237,13,8,w
1024,10238,18,16,l
1024,10239,10,2,w
1024,10240,6,5,w
1025,10241,14,11,l
1025,10242,4,12,w
1025,10243,19,15,l
1025,10244,17,3,w
1025,10245,1,7,l
1025,10246,9,20,w
1025,10247,13,8,w
1025,10248,16,18,l
1025,10249,10,6,w
1025,10250,2,5,w
1026,10251,14,11,l
1026,10252,4,12,l
1026,10253,19,15,w
1026,10254,17,3,l
1026,10255,1,7,l
1026,10256,9,13,l
1026,10257,20,18,w
1026,10258,8,10,w
1026,10259,16,2,w
1026,10260,6,5,w
1027,10261,14,11,w
1027,10262,4,12,l
1027,10263,19,15,w
1027,10264,17,3,w
1027,10265,1,7,w
1027,10266,9,13,l
1027,10267,20,8,w
1027,10268,16,18,w
1027,10269,10,6,l
1027,10270,2,5,w
1028,10271,14,11,w
1028,10272,4,12,l
1028,10273,19,15,l
1028,10274,17,3,w
1028,10275,1,7,w
1028,10276,13,20,w
1028,10277,9,16,l
1028,10278,8,18,w
1028,10279,10,6,w
1028,10280,2,5,w
1029,10281,14,11,w
1029,10282,4,12,l
1029,10283,19,15,l
1029,10284,17,1,w
1029,10285,3,13,w
1029,10286,7,20,l
1029,10287,9,16,w
1029,10288,8,10,w
1029,10289,18,2,w
1029,10290,6,5,w
1030,10291,14,11,w
1030,10292,4,12,w
1030,10293,19,15,w
1030,10294,17,3,l
1030,10295,1,13,l
1030,10296,20,7,l
1030,10297,9,8,l
1030,10298,16,18,l
1030,10299,10,6,l
1030,10300,2,5,l
1031,10301,14,11,w
1031,10302,4,12,w
1031,10303,19,15,w
1031,10304,17,3,l
1031,10305,1,13,l
1031,10306,7,20,l
1031,10307,9,8,w
1031,10308,16,18,w
1031,10309,6,10,l
1031,10310,2,5,w
1032,10311,14,4,l
1032,10312,11,12,w
1032,10313,19,15,l
1032,10314,17,3,l
1032,10315,1,13,l
1032,10316,20,7,w
1032,10317,9,8,w
1032,10318,16,18,l
1032,10319,10,6,l
1032,10320,2,5,w
1033,10321,14,4,l
1033,10322,11,12,l
1033,10323,19,15,w
1033,10324,3,17,l
1033,10325,13,1,l
1033,10326,20,9,w
1033,10327,7,8,l
1033,10328,16,18,w
1033,10329,6,10,l
1033,10330,2,5,w
1034,10331,14,4,w
1034,10332,11,12,l
1034,10333,19,15,w
1034,10334,17,3,l
1034,10335,1,13,w
1034,10336,20,9,w
1034,10337,7,8,l
1034,10338,16,18,l
1034,10339,10,2,l
1034,10340,6,5,w
1035,10341,14,4,l
1035,10342,11,12,l
1035,10343,19,3,w
1035,10344,15,17,l
1035,10345,1,20,w
1035,10346,13,9,w
1035,10347,7,8,w
1035,10348,16,18,l
1035,10349,2,6,l
1035,10350,10,5,w
1036,10351,14,4,w
1036,10352,11,12,w
1036,10353,19,17,w
1036,10354,3,15,l
1036,10355,1,13,l
1036,10356,20,7,l
1036,10357,9,8,w
1036,10358,18,16,w
1036,10359,6,10,w
1036,10360,2,5,w
1037,10361,14,4,w
1037,10362,11,19,l
1037,10363,12,15,l
1037,10364,17,3,l
1037,10365,1,13,w
1037,10366,20,7,l
1037,10367,9,18,w
1037,10368,8,6,w
1037,10369,16,2,w
1037,10370,10,5,w
1038,10371,14,4,w
1038,10372,19,11,w
1038,10373,12,15,w
1038,10374,3,17,l
1038,10375,1,13,w
1038,10376,20,7,l
1038,10377,9,8,l
1038,10378,18,16,l
1038,10379,6,10,l
1038,10380,2,5,w
1039,10381,14,19,w
1039,10382,4,11,w
1039,10383,12,15,l
1039,10384,17,3,l
1039,10385,1,13,w
1039,10386,7,20,l
1039,10387,9,8,l
1039,10388,16,18,l
1039,10389,10,2,l
1039,10390,6,5,w
1040,10391,14,4,l
1040,10392,19,11,w
1040,10393,12,15,w
1040,10394,3,17,l
1040,10395,1,13,l
1040,10396,20,7,l
1040,10397,9,8,w
1040,10398,18,16,l
1040,10399,2,6,w
1040,10400,10,5,w
1041,10401,14,4,l
1041,10402,19,12,l
1041,10403,11,15,w
1041,10404,17,3,l
1041,10405,1,13,w
1041,10406,7,20,l
1041,10407,9,8,l
1041,10408,16,18,l
1041,10409,2,10,w
1041,10410,6,5,w
1042,10411,14,4,w
1042,10412,19,12,l
1042,10413,11,3,l
1042,10414,15,17,w
1042,10415,1,13,w
1042,10416,20,7,w
1042,10417,9,8,l
1042,10418,18,2,w
1042,10419,16,6,l
1042,10420,10,5,w
1043,10421,14,4,w
1043,10422,12,19,l
1043,10423,11,3,w
1043,10424,15,1,l
1043,10425,17,20,l
1043,10426,13,7,w
1043,10427,9,8,l
1043,10428,18,2,l
1043,10429,6,10,l
1043,10430,16,5,w
1044,10431,14,4,l
1044,10432,19,12,w
1044,10433,11,1,w
1044,10434,3,15,w
1044,10435,17,20,l
1044,10436,13,7,l
1044,10437,9,8,w
1044,10438,18,2,w
1044,10439,10,16,l
1044,10440,6,5,l
1045,10441,14,4,w
1045,10442,19,11,w
1045,10443,12,3,l
1045,10444,1,15,l
1045,10445,17,20,l
1045,10446,13,7,l
1045,10447,9,8,w
1045,10448,18,16,w
1045,10449,2,10,l
1045,10450,6,5,w
1046,10451,14,19,w
1046,10452,4,11,w
1046,10453,12,3,w
1046,10454,15,1,w
1046,10455,17,20,w
1046,10456,7,13,l
1046,10457,9,8,w
1046,10458,18,10,l
1046,10459,16,2,w
1046,10460,6,5,w
1047,10461,14,4,w
1047,10462,19,12,w
1047,10463,11,3,w
1047,10464,15,1,l
1047,10465,17,20,w
1047,10466,13,7,w
1047,10467,9,8,w
1047,10468,18,10,w
1047,10469,16,6,w
1047,10470,2,5,l
1048,10471,14,19,l
1048,10472,4,11,w
1048,10473,12,3,l
1048,10474,15,1,w
1048,10475,17,20,l
1048,10476,13,9,w
1048,10477,7,18,w
1048,10478,8,16,w
1048,10479,10,6,w
1048,10480,2,5,w
1049,10481,14,19,l
1049,10482,4,11,l
1049,10483,12,3,w
1049,10484,15,1,l
1049,10485,17,20,w
1049,10486,13,7,w
1049,10487,9,8,w
1049,10488,18,10,w
1049,10489,16,2,w
1049,10490,6,5,l
1050,10491,14,19,l
1050,10492,4,11,w
1050,10493,12,3,l
1050,10494,15,1,w
1050,10495,17,13,w
1050,10496,20,9,w
1050,10497,7,18,w
1050,10498,8,16,w
1050,10499,10,2,l
1050,10500,6,5,w
1051,10501,14,19,l
1051,10502,4,11,w
1051,10503,12,3,l
1051,10504,15,17,w
1051,10505,1,20,w
1051,10506,13,7,l
1051,10507,9,8,w
1051,10508,18,16,w
1051,10509,10,2,l
1051,10510,6,5,l
1052,10511,14,19,l
1052,10512,4,11,w
1052,10513,12,3,l
1052,10514,15,1,w
1052,10515,17,20,l
1052,10516,13,7,l
1052,10517,9,18,w
1052,10518,8,16,l
1052,10519,2,10,l
1052,10520,6,5,l
1053,10521,14,19,w
1053,10522,4,11,l
1053,10523,12,3,l
1053,10524,15,1,w
1053,10525,17,20,w
1053,10526,7,9,w
1053,10527,13,18,w
1053,10528,8,16,l
1053,10529,10,2,w
1053,10530,6,5,l
1054,10531,14,19,l
1054,10532,4,11,w
1054,10533,12,3,w
1054,10534,15,17,l
1054,10535,1,20,l
1054,10536,7,13,w
1054,10537,9,16,w
1054,10538,18,8,l
1054,10539,10,2,w
1054,10540,6,5,w
1055,10541,14,19,w
1055,10542,4,11,w
1055,10543,12,3,w
1055,10544,15,17,w
1055,10545,1,20,l
1055,10546,7,9,w
1055,10547,13,8,w
1055,10548,10,16,w
1055,10549,18,2,l
1055,10550,6,5,w
1056,10551,14,19,w
1056,10552,4,12,l
1056,10553,11,15,w
1056,10554,3,17,w
1056,10555,20,1,w
1056,10556,7,13,l
1056,10557,9,10,l
1056,10558,8,16,w
1056,10559,18,2,w
1056,10560,6,5,l
1057,10561,14,19,l
1057,10562,4,12,w
1057,10563,11,3,l
1057,10564,15,17,l
1057,10565,20,1,w
1057,10566,7,13,l
1057,10567,9,10,w
1057,10568,8,18,w
1057,10569,16,2,w
1057,10570,6,5,w
1058,10571,14,19,w
1058,10572,4,12,w
1058,10573,11,3,w
1058,10574,15,17,l
1058,10575,20,13,l
1058,10576,1,7,w
1058,10577,9,8,w
1058,10578,10,16,l
1058,10579,18,6,w
1058,10580,2,5,w
1059,10581,14,4,l
1059,10582,19,11,l
1059,10583,12,3,w
1059,10584,15,17,w
1059,10585,20,13,l
1059,10586,1,7,w
1059,10587,9,8,w
1059,10588,10,16,l
1059,10589,18,2,w
1059,10590,6,5,w
1060,10591,14,4,l
1060,10592,19,11,w
1060,10593,12,3,w
1060,10594,15,17,w
1060,10595,13,20,l
1060,10596,1,9,l
1060,10597,7,16,w
1060,10598,18,8,l
1060,10599,10,6,l
1060,10600,2,5,w
1061,10601,14,4,w
1061,10602,19,12,l
1061,10603,11,15,w
1061,10604,3,17,w
1061,10605,20,13,w
1061,10606,1,9,l
1061,10607,7,8,w
1061,10608,16,18,l
1061,10609,10,6,w
1061,10610,2,5,w
1062,10611,14,4,l
1062,10612,19,12,w
1062,10613,11,3,w
1062,10614,15,20,w
1062,10615,17,9,w
1062,10616,13,1,w
1062,10617,7,18,w
1062,10618,8,10,w
1062,10619,16,2,w
1062,10620,6,5,l
1063,10621,14,4,l
1063,10622,19,11,l
1063,10623,12,15,w
1063,10624,3,17,w
1063,10625,20,13,l
1063,10626,7,9,w
1063,10627,1,8,l
1063,10628,16,18,w
1063,10629,10,2,l
1063,10630,6,5,l
1064,10631,14,4,w
1064,10632,19,11,w
1064,10633,12,3,l
1064,10634,15,13,w
1064,10635,17,20,l
1064,10636,7,9,w
1064,10637,1,8,l
1064,10638,16,18,w
1064,10639,10,2,w
1064,10640,6,5,l
1065,10641,14,4,w
1065,10642,19,11,w
1065,10643,12,3,w
1065,10644,15,20,l
1065,10645,7,13,w
1065,10646,17,9,l
1065,10647,1,8,w
1065,10648,16,10,w
1065,10649,18,2,w
1065,10650,6,5,w
1066,10651,14,4,w
1066,10652,19,12,l
1066,10653,11,3,l
1066,10654,15,20,w
1066,10655,7,13,l
1066,10656,17,9,w
1066,10657,1,16,w
1066,10658,8,18,w
1066,10659,10,2,w
1066,10660,6,5,w
1067,10661,14,4,l
1067,10662,19,12,l
1067,10663,11,3,w
1067,10664,15,20,w
1067,10665,7,13,w
1067,10666,17,1,l
1067,10667,9,8,l
1067,10668,16,10,l
1067,10669,18,6,l
1067,10670,2,5,w
1068,10671,14,4,w
1068,10672,19,12,l
1068,10673,11,15,w
1068,10674,3,7,w
1068,10675,20,13,w
1068,10676,17,1,w
1068,10677,9,8,l
1068,10678,16,10,w
1068,10679,18,6,w
1068,10680,2,5,w
1069,10681,14,4,w
1069,10682,19,12,w
1069,10683,11,3,w
1069,10684,15,20,w
1069,10685,7,17,w
1069,10686,13,1,w
1069,10687,9,8,w
1069,10688,16,10,w
1069,10689,18,2,l
1069,10690,6,5,l
1070,10691,14,4,w
1070,10692,19,12,l
1070,10693,11,15,l
1070,10694,3,7,w
1070,10695,20,13,w
1070,10696,17,1,l
1070,10697,9,8,w
1070,10698,16,10,w
1070,10699,18,2,l
1070,10700,6,5,l
1071,10701,14,4,w
1071,10702,19,12,w
1071,10703,11,15,l
1071,10704,3,20,w
1071,10705,7,13,w
1071,10706,17,1,w
1071,10707,9,16,l
1071,10708,8,2,w
1071,10709,10,18,l
1071,10710,6,5,w
1072,10711,14,19,l
1072,10712,4,12,l
1072,10713,11,15,w
1072,10714,3,7,l
1072,10715,20,17,l
1072,10716,13,1,l
1072,10717,9,16,w
1072,10718,8,18,w
1072,10719,2,10,l
1072,10720,6,5,l
1073,10721,14,19,w
1073,10722,4,12,l
1073,10723,11,15,w
1073,10724,3,7,w
1073,10725,17,20,l
1073,10726,1,9,w
1073,10727,13,8,l
1073,10728,16,10,w
1073,10729,18,2,w
1073,10730,6,5,w
1074,10731,14,19,l
1074,10732,4,12,w
1074,10733,11,3,w
1074,10734,15,7,w
1074,10735,20,17,l
1074,10736,1,9,w
1074,10737,13,8,w
1074,10738,16,18,w
1074,10739,10,2,w
1074,10740,6,5,w
1075,10741,14,19,w
1075,10742,4,12,l
1075,10743,11,15,l
1075,10744,3,7,l
1075,10745,17,20,l
1075,10746,1,13,l
1075,10747,9,16,l
1075,10748,8,10,l
1075,10749,18,6,w
1075,10750,2,5,w
1076,10751,14,19,l
1076,10752,4,12,l
1076,10753,11,15,w
1076,10754,3,7,w
1076,10755,20,17,w
1076,10756,1,13,w
1076,10757,9,16,w
1076,10758,8,10,w
1076,10759,18,2,l
1076,10760,6,5,l
1077,10761,14,19,w
1077,10762,12,4,l
1077,10763,11,15,l
1077,10764,3,20,l
1077,10765,7,1,w
1077,10766,17,13,w
1077,10767,9,16,l
1077,10768,8,10,w
1077,10769,18,2,w
1077,10770,6,5,w
1078,10771,14,19,w
1078,10772,4,12,w
1078,10773,11,15,w
1078,10774,3,20,w
1078,10775,7,17,w
1078,10776,1,13,l
1078,10777,9,16,w
1078,10778,8,18,w
1078,10779,10,2,w
1078,10780,6,5,w
1079,10781,14,19,w
1079,10782,4,12,l
1079,10783,11,15,w
1079,10784,3,7,w
1079,10785,20,17,l
1079,10786,1,13,l
1079,10787,9,8,l
1079,10788,16,10,l
1079,10789,18,6,l
1079,10790,2,5,w
1080,10791,14,19,w
1080,10792,4,12,w
1080,10793,11,3,l
1080,10794,15,7,l
1080,10795,20,17,l
1080,10796,13,1,w
1080,10797,9,8,w
1080,10798,16,10,l
1080,10799,6,18,w
1080,10800,2,5,l
1081,10801,14,4,l
1081,10802,19,12,w
1081,10803,11,3,w
1081,10804,15,7,l
1081,10805,17,20,w
1081,10806,13,1,l
1081,10807,9,8,w
1081,10808,16,10,w
1081,10809,6,18,l
1081,10810,2,5,l
1082,10811,14,4,w
1082,10812,19,11,l
1082,10813,12,3,w
1082,10814,15,7,l
1082,10815,17,20,l
1082,10816,13,1,w
1082,10817,9,8,l
1082,10818,16,10,l
1082,10819,6,18,l
1082,10820,2,5,l
1083,10821,14,4,w
1083,10822,19,11,l
1083,10823,12,3,w
1083,10824,15,7,l
1083,10825,17,20,l
1083,10826,13,1,w
1083,10827,9,8,l
1083,10828,16,10,l
1083,10829,18,6,l
1083,10830,2,5,w
1084,10831,14,4,w
1084,10832,11,12,w
1084,10833,19,3,w
1084,10834,7,15,l
1084,10835,20,13,w
1084,10836,17,1,l
1084,10837,9,8,l
1084,10838,16,10,w
1084,10839,6,18,w
1084,10840,2,5,w
1085,10841,14,11,w
1085,10842,19,4,l
1085,10843,12,3,l
1085,10844,15,7,w
1085,10845,20,13,w
1085,10846,17,1,w
1085,10847,8,9,w
1085,10848,16,10,l
1085,10849,6,18,w
1085,10850,2,5,w
1086,10851,14,4,l
1086,10852,11,19,l
1086,10853,12,3,l
1086,10854,15,7,w
1086,10855,20,17,w
1086,10856,13,1,w
1086,10857,8,9,l
1086,10858,16,10,w
1086,10859,6,2,l
1086,10860,18,5,w
1087,10861,14,4,l
1087,10862,19,11,w
1087,10863,12,3,l
1087,10864,15,20,w
1087,10865,7,13,w
1087,10866,17,1,l
1087,10867,8,9,w
1087,10868,16,10,w
1087,10869,6,2,w
1087,10870,18,5,w
1088,10871,14,4,w
1088,10872,19,11,l
1088,10873,12,3,w
1088,10874,15,7,w
1088,10875,20,13,l
1088,10876,17,1,w
1088,10877,8,9,l
1088,10878,16,6,w
1088,10879,10,18,w
1088,10880,2,5,w
1089,10881,14,4,w
1089,10882,19,11,l
1089,10883,12,15,l
1089,10884,3,7,w
1089,10885,20,13,l
1089,10886,17,1,w
1089,10887,8,9,l
1089,10888,16,10,w
1089,10889,6,2,l
1089,10890,18,5,w
1090,10891,14,4,l
1090,10892,11,19,l
1090,10893,12,15,w
1090,10894,3,7,l
1090,10895,20,13,l
1090,10896,17,9,l
1090,10897,1,8,l
1090,10898,16,10,w
1090,10899,2,6,l
1090,10900,18,5,w
1091,10901,14,4,w
1091,10902,19,11,w
1091,10903,12,15,w
1091,10904,3,7,l
1091,10905,13,20,w
1091,10906,17,9,w
1091,10907,8,16,w
1091,10908,1,6,w
1091,10909,10,18,w
1091,10910,2,5,w
1092,10911,14,19,w
1092,10912,4,11,l
1092,10913,12,15,l
1092,10914,3,7,l
1092,10915,13,17,w
1092,10916,20,8,w
1092,10917,9,1,w
1092,10918,16,10,l
1092,10919,2,6,w
1092,10920,18,5,l
1093,10921,14,19,w
1093,10922,4,11,w
1093,10923,12,15,w
1093,10924,3,7,w
1093,10925,13,20,l
1093,10926,17,9,w
1093,10927,8,1,l
1093,10928,16,10,w
1093,10929,2,6,w
1093,10930,18,5,l
1094,10931,14,4,w
1094,10932,19,11,w
1094,10933,12,15,w
1094,10934,3,7,l
1094,10935,13,20,w
1094,10936,17,9,l
1094,10937,1,8,l
1094,10938,16,2,l
1094,10939,10,6,l
1094,10940,18,5,w
1095,10941,14,19,w
1095,10942,4,12,l
1095,10943,11,15,l
1095,10944,3,7,w
1095,10945,13,20,w
1095,10946,17,9,w
1095,10947,8,1,l
1095,10948,16,2,l
1095,10949,10,6,l
1095,10950,18,5,l
1096,10951,14,12,w
1096,10952,19,4,l
1096,10953,11,15,l
1096,10954,3,7,w
1096,10955,13,17,w
1096,10956,20,9,l
1096,10957,1,8,l
1096,10958,16,2,w
1096,10959,6,10,l
1096,10960,18,5,l
1097,10961,14,4,w
1097,10962,12,19,w
1097,10963,11,15,w
1097,10964,3,13,w
1097,10965,7,17,l
1097,10966,20,9,w
1097,10967,8,1,w
1097,10968,16,2,w
1097,10969,10,6,w
1097,10970,18,5,w
1098,10971,14,12,w
1098,10972,4,19,l
1098,10973,11,3,l
1098,10974,15,13,w
1098,10975,7,17,l
1098,10976,20,8,w
1098,10977,9,16,w
1098,10978,1,2,w
1098,10979,10,6,l
1098,10980,18,5,l
1099,10981,14,12,l
1099,10982,19,4,l
1099,10983,11,3,l
1099,10984,15,13,l
1099,10985,7,17,w
1099,10986,20,9,w
1099,10987,8,1,l
1099,10988,16,2,w
1099,10989,10,6,l
1099,10990,18,5,l
1100,10991,14,12,l
1100,10992,4,19,l
1100,10993,11,3,w
1100,10994,15,13,w
1100,10995,7,20,w
1100,10996,17,9,w
1100,10997,1,8,l
1100,10998,16,2,l
1100,10999,6,10,w
1100,11000,18,5,w
1101,11001,14,12,l
1101,11002,19,4,w
1101,11003,11,3,w
1101,11004,15,7,l
1101,11005,13,17,l
1101,11006,20,8,l
1101,11007,9,1,l
1101,11008,16,2,l
1101,11009,6,10,w
1101,11010,18,5,w
1102,11011,14,12,w
1102,11012,19,4,w
1102,11013,11,3,w
1102,11014,15,7,l
1102,11015,13,17,l
1102,11016,20,8,w
1102,11017,1,9,w
1102,11018,16,2,l
1102,11019,6,10,w
1102,11020,18,5,l
1103,11021,14,12,w
1103,11022,19,11,w
1103,11023,4,3,l
1103,11024,15,7,l
1103,11025,17,13,w
1103,11026,20,1,w
1103,11027,8,9,l
1103,11028,16,2,w
1103,11029,6,10,l
1103,11030,18,5,l
1104,11031,14,19,w
1104,11032,12,11,w
1104,11033,4,3,l
1104,11034,15,7,w
1104,11035,17,20,w
1104,11036,13,1,l
1104,11037,8,9,l
1104,11038,16,2,w
1104,11039,6,10,l
1104,11040,18,5,w
1105,11041,14,12,w
1105,11042,19,11,l
1105,11043,4,3,l
1105,11044,15,7,l
1105,11045,17,20,w
1105,11046,13,1,w
1105,11047,9,8,w
1105,11048,16,2,w
1105,11049,6,10,l
1105,11050,18,5,w
1106,11051,14,12,l
1106,11052,19,11,l
1106,11053,3,4,l
1106,11054,15,7,w
1106,11055,17,13,l
1106,11056,20,9,w
1106,11057,1,16,w
1106,11058,8,2,l
1106,11059,6,10,l
